source_url_processed,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,fact,bias
villagevoice.com,5.356411567619836,0.0005818310059275077,0.001630671117697414,0.00036929242472406366,1.5537938697835053e-05,0.0011758047241267687,0.0001868644994786357,0.0015747930487320409,0.00044415708046022186,0.00015223665232008557,0.00026747463605800896,0.0013181909832599822,0.06739918215523859,0.004110561639146255,0.0028148306683102873,0.011958188550120428,0.004027146508135749,0.011000080712263638,0.027765511858198658,0.02542095075811413,0.015708663967389378,0.02147427940145521,0.018861193857912403,0.01573802842394658,0.023857430513054327,0.00981622669742047,0.4477885507865737,0.07521739130434786,0.8235652173913042,0.10118840579710144,10.484198550724637,13.152852147855391,0.3448856367126202,4.9593831870498155,1345.0144927536232,0.5959406876132569,0.4040593123867427,1.3614531477526808,0.0695975659788731,11.237387518080757,0.0,0.03275649716863158,0.017532699685388606,0.09116786725162423,0.0017346465654345324,0.0006257612772844108,0.1081356665143756,0.08350977424542,0.002254801322058711,0.0026029011142041144,0.0,0.008683856650390662,0.2063451387425336,0.05577162518408617,0.0007360879089473766,2.6264933662970293e-05,0.0007613029324973164,0.009318886764787024,0.031829652872935946,0.014324971211123184,0.04119163577789274,0.0013164075586972988,0.0006152002645666303,0.00425804283897783,0.0,0.022352226475456902,0.0002057777714870471,0.0003905864440947234,0.004672844475181518,0.031348047825883366,0.026020474163912597,0.01782110974802233,0.020541914102062096,0.01699566576106702,0.028647164540530564,0.005643059853685547,0.004592209902387378,36.91298941191886,6.5885083877625705,3.4632942032802734,0.7746666878551947,0.5397029312411598,0.3841363172098926,1.1407633049965669,0.6240249619774599,3.125214184482296,7.418787794522029,5.999675009028608,3.1979128455799946,1.313311218209145,3.647961069250517,0.5094714307703267,2.11876626449504,11.813778258126694,4.711991710900525,0.4938712427562527,1.4922112616641623,0.7898279617391187,0.08035792743348416,5.842830665821231,0.1934418253966084,0.08521292726153512,0.4465884091610942,3.1247298159720027,1.9816656187245276,1.1382454374378717,0.15629428725940858,0.5189443137428572,0.2612471607410434,9.716684892022506,1.1333462393570537,0.6889478798674081,0.6493471098265404,1.116759430939254,0.516656210135775,0.3704626083632963,4.2564238827318785,1.333059354120951,1.6816923437523683,0.6555293123776781,0.5202621815095076,0.3666485990622026,1.2207374903661368,0.39801083981288055,0.2843657537643851,0.17536040617596374,0.3956327301864773,10.239667597416453,1.2732395434906794,5.351823468117445,3.4863953347637264,1.2660889681239886,1.0310372479800405,1.1900837948532166,0.20807821790575115,0.31608235785512995,0.1390200877739267,0.1818139897690904,0.2671286960252825,0.05122842299108618,0.258857522214504,2,5
insideclimatenews.org,5.356014379706678,0.0019114825502588196,0.0013043143042331675,0.00011781247820329537,6.102750000947273e-05,0.003446992911022349,0.0001555644002953277,0.0026773241008097386,0.0001479061584719202,0.0011225321138649217,0.00013211979731979305,0.0011823012123649758,0.07759942884213858,0.005645208387857859,0.00116157037089286,0.01178645275213294,0.003640257312982138,0.012370288993523286,0.02024637942657374,0.01888156139595399,0.0154637703406199,0.022755281402129016,0.02158239561262568,0.00859884417817015,0.01454153301778626,0.005723726762575,0.4306127186864576,0.05582278481012658,0.8568227848101265,0.08736708860759496,11.934498734177218,14.39486367969708,0.3401966177469507,5.4383398501222135,1245.1012658227846,0.7394933022417927,0.260506697758208,1.6000701781640208,0.002798410020489619,9.776619116754267,0.0,0.02956494131630377,0.024007649719356747,0.09386401425713163,0.001065434892990709,0.00018794224134058727,0.11445131775661828,0.08409059139096804,0.004252574851319946,0.003265846934357697,0.0,0.009683868211854893,0.2229325163673976,0.07224596684549386,0.0007722302695399782,2.9968346539253194e-05,0.0003579528051122621,0.007950654412447905,0.018952664609547188,0.00889507451974495,0.0318648319529917,0.0019716979173927925,0.0009232471519836172,0.0031010004313844755,2.443673329749279e-05,0.026239975512538042,1.4429284728796915e-05,8.843824684172184e-05,0.0036206820539196735,0.03141003450364998,0.028364463439520662,0.022581615341235664,0.021558148837882797,0.01831526702178853,0.022167116483260058,0.005675716042517911,0.0030071291136681247,35.71286853620686,4.658216872554079,1.7483968168592006,0.18887659936955364,0.43741966063029375,0.17466747656076675,0.4309973737907339,0.5164357065078519,2.909820055694879,7.944588725406496,6.0694309756866165,3.5522878765248023,1.7098460817028984,3.2237544453166094,0.6182773726405758,1.6528729655117147,12.553678923181891,4.113836802319796,0.4263126012330965,1.7354781886612496,0.7653660414228441,0.002363778498066537,4.546203216348573,0.042077066545679685,0.0414124812967089,0.14397124829623012,2.4284582238640793,1.5037985675084111,0.9234609605367186,0.17481675975998665,0.3818914012373906,0.21134537246002089,9.239634274078588,0.8757942077301719,1.0005045663968508,0.8255081763851206,1.060679674315693,0.3717222600920412,0.6797661641626679,3.587382197887239,1.1497508452849714,1.6918111176573385,0.2646020288815381,0.8337306813272141,0.30441038167934503,0.6384455554393411,0.2476822645695363,0.202616681913706,0.011860953484252463,0.17988525419471554,11.570332947057883,1.4555363492601772,6.196666869270606,3.4911461547672404,1.933029618333877,1.3750381287497253,0.36496022898787295,0.2849975554499803,0.6856408137055976,0.08388188762619811,0.040443471573881146,0.3509574941275442,0.04544402624235736,0.11654326863500802,2,4
fury.news,5.273517088029165,0.0014700252878189926,0.0035776157890822155,0.0003844103790917118,0.00020851891619608158,0.0017898757998858579,0.0006981358807914237,0.0029671335736665538,0.0011835718470622947,0.0002966926960289792,0.0005730196862045753,0.0014395977585017743,0.0908387313265987,0.006218529920365667,0.002730693349563566,0.013947807952863996,0.004508532763383784,0.01246423231158779,0.025345821196756643,0.039072591622527034,0.021273023317760875,0.023698578153676427,0.021440437341715173,0.02285068497448624,0.024322727090045248,0.011693331753146892,0.5279137024014238,0.12527083333333336,0.7902708333333335,0.08441666666666665,9.987616666666668,12.89743339587637,0.384057008391512,5.157942433352086,413.9375,0.7984685584641956,0.2015314415358048,1.7777004069517313,0.22923352704061106,9.059792404305368,0.0,0.027375395204039032,0.012434331471039341,0.09496564198586743,0.0014976934962888002,0.00014951025638447682,0.1102720852939581,0.07281832454300664,0.002667056637189293,0.0020203164032264864,0.0,0.010598305426405556,0.18728330467032486,0.05592840172039943,0.0023080531395584442,0.0,0.00024326449330445944,0.0065633793446600594,0.03831823983724689,0.01916787027862825,0.04745980774665395,0.0008572626091330722,0.0005552679564438738,0.0057913369104329706,0.0,0.028595070109736723,4.970295592992719e-05,9.574011269728598e-05,0.004849268071719528,0.03943184138306367,0.03711669483900277,0.026208945267206508,0.025477585470426337,0.022223803135901814,0.028416815824782806,0.005081409658426997,0.007620092621875845,40.06561858936715,8.103283669681637,4.3037987416241785,0.43234917484334,0.9071940716447215,0.4837869969934493,1.4239566081545367,1.056511889988131,3.799484928057455,7.1768644825905135,8.888433939391293,5.101977393893015,2.035017961281214,5.412685006427405,0.6712661522845859,2.3765933614673336,12.125119513351413,4.3409834581753834,0.7309120766516043,1.3908802070068245,0.521737437164165,0.13138672790197006,8.042722359188089,0.1754116954043612,0.07532233756737362,0.6788604549005194,4.1512899295978825,2.2207948321123183,1.9304950974855632,0.3713236543880961,0.9838010829857574,0.2463461230374996,10.417971908693676,1.2076512038184055,0.7474368047901226,1.1358596940549208,0.9514284338404114,0.7760203004555041,0.6695451202718224,4.021398345948482,1.4199720086787242,1.501039543709929,0.6222651372757052,0.5527540670472647,0.2612462395411662,0.9440065915607192,0.5408622509565034,0.18492127251700846,0.17453443258270934,0.0805662703011213,10.790411572221695,1.5096759830989852,5.580776685257182,3.5222137275971632,0.8856758863326588,0.7795016870789517,0.5698128016270589,0.2158829615930484,0.30248505173598045,0.34375999443208544,0.3057873396059533,0.5542084842786895,0.07599160049264135,0.18656787892861174,0,0
now8news.com,5.40484893653478,0.0014318858299676286,0.0015220727345733164,0.0,0.0,0.0004887585532746823,0.0,0.0023321278141378173,0.0,0.0,0.00024177949709864604,0.0023483385217060557,0.08387430931362,0.00826225390086119,0.00535040121108707,0.010327261879988269,0.00401345647285796,0.016790384440935145,0.015855251172394332,0.02454809783777406,0.017650922990062105,0.02145053394673761,0.01603723419763279,0.012566158107252106,0.02475445039841665,0.009666497419843285,0.5667298271433499,0.09772727272727272,0.8293636363636363,0.073,6.715745454545455,11.080813263493722,0.3905475981396728,4.773606089586829,284.1818181818182,0.8773572302431071,0.12264276975689276,2.2496019831091285,0.2124286018767632,8.971232386623964,0.0,0.02452995245558596,0.01803621086229952,0.09585500147003444,0.001592984879967925,0.0,0.09451333122692207,0.06319742054494426,0.005954154114753683,0.0002575328354365182,0.0,0.007965176282441984,0.19058466948608646,0.043420422991969486,0.0,0.0,0.0002604845011721802,0.005064469979365905,0.053235135089852816,0.022925127106700714,0.05012604814580916,0.0005136106831022085,0.0,0.0037144290627574056,0.0,0.022556929334003824,0.0,0.0,0.0057045416677234005,0.03162855652921795,0.04727506085682101,0.021387600671272846,0.031154617303494555,0.029226369474112737,0.03939757444804741,0.002250704022483314,0.005074690271492593,39.70003105564209,10.103378512132043,6.846826832082442,1.5326358706528984,0.8338587190415351,0.35132154427988543,3.0984565353948526,1.0305541627132713,3.2565516800496,7.402548530909648,9.419237495904213,4.4311790786671015,3.4456411983434645,4.838240994062389,0.6981017928198464,3.0024634553469736,10.281091779275359,4.131372038667042,0.6903574103436569,0.9857840851160256,0.4900619117667698,0.032701111837802485,11.202297887883132,0.8956391434705318,0.171394845770987,1.079970052209699,4.700168598661967,2.9076661438459337,1.7925024548160333,0.0770756127783596,1.1142316754574024,0.2970613483161161,9.846020505217561,1.3446488317838576,0.5688077054482752,0.6856393404355804,0.8883208350401497,0.4137380255879064,0.4113263886126329,3.7723906057025514,1.7552046965999126,2.592488043405914,0.8134443084055277,1.442368548398103,0.21239331401044845,1.8879509096351408,0.7944320548460574,0.4499736058555908,0.4640376429030642,0.2449098297060339,10.74915234275398,1.3654496896962376,4.379731978710144,4.7655062821286265,1.4485751299388634,0.4766268118479508,0.7965853775933334,0.12074988069643225,0.42552515497304616,0.02355157795572304,0.5956200370325424,1.1097641710442143,0.049360523368892566,0.07915346841999882,0,3
constitution.com,5.311548435615394,0.0013831160024358315,0.0024034924810394853,0.0002158525910136688,5.313481035843581e-05,0.0017613755101307347,0.00030008327296893845,0.0027125928365391238,0.00018843419995275872,6.412342703436743e-05,0.0003834092875031942,0.0016161910104201668,0.08575727050969567,0.004971978886819737,0.002188655517367862,0.011974913876836708,0.0039438105855115054,0.0121101850422776,0.03112714976447185,0.030154368997651376,0.01870736417826344,0.027061168399013076,0.020683827272035767,0.016936375566208382,0.029138946428096918,0.0077323485879591935,0.4821374544666415,0.08405319148936168,0.8145638297872342,0.10148936170212768,10.570995744680848,13.460027625245042,0.3493232374754521,5.09358847836518,638.2553191489362,0.7304866928729995,0.26951330712700017,1.8190429895107936,0.10260611299365496,9.774041285709776,0.0,0.02374515144514276,0.014243778059797891,0.0900042903987967,0.0013656807199383255,0.0002665672856909406,0.11240334419583906,0.08658447109366453,0.004229611129509322,0.002507885290344785,0.0,0.009360519258488707,0.2088212504099064,0.049977796209127734,0.020728941758561475,0.00015764797723559856,0.00023195391169205336,0.009810690850658516,0.028541833587167238,0.015242985611756441,0.041754717139061454,0.0014332466591551539,0.0011198209852012753,0.0036508791904336056,4.572334329086143e-05,0.025492040584143318,8.755013616964026e-05,9.974296990653364e-05,0.003798575323284671,0.033864218834976305,0.03287203867512835,0.022265445072310527,0.02183388573181588,0.017356980745783082,0.02443293417484269,0.0036623452857800147,0.004123796950242374,36.374657403520686,6.208232812784816,3.4517884305305566,0.5762069603903521,0.5041291695213684,0.5305085435989699,1.2137270228000063,0.6272167342198597,2.7564443822542595,7.025738254011457,6.891269054829383,4.012677147956183,1.767645177044317,3.8556882143076288,0.672618734266478,2.0813875456241817,12.212478993729905,3.7910484716996056,0.5767319115753493,1.5348081281355583,0.7075119718605801,0.045583027177789434,6.710428157416928,0.1194424187225486,0.06958249727551158,0.3866504861661527,3.3914952004990706,2.286984076093376,1.104511124405695,0.10217569546521504,0.5895664047437873,0.20298747528666036,9.225012156453188,1.011699214622499,0.6489660950996257,0.7966872731291742,1.149598850522175,0.5595237480746527,0.7204349991298801,3.5861216269612117,1.2141841039345755,1.2549297944350413,0.3619713022786543,0.6079791493940121,0.2058440354058639,0.6070173552685618,0.2544819353707133,0.1487480315757982,0.05496350648139189,0.15556811246442864,10.765154983194922,1.176569924849442,5.263409052385438,4.008827804809869,1.391082564526017,1.3410716397188078,0.41502434492844864,0.11145205436877972,0.39281102684692215,0.13595441056516652,0.17891560395086048,0.5005415981793363,0.05436817408896564,0.18989730456482792,0,0
oceana.org,5.392306247502517,0.007179663100426378,0.0016615334161624506,0.00011713595827875752,3.852624100441112e-05,0.00392614626377276,0.00010108322723645792,0.0032924183883204145,1.4632076437967309e-05,3.0930564223111195e-05,8.704454852459867e-05,0.0009090708042004703,0.07795168743391158,0.0022167299136057568,0.0008446939001514284,0.00688534534562889,0.005639866988922573,0.006935810063477815,0.027953977128622173,0.01938319627080756,0.014532665131652531,0.02919960026035954,0.017942492113426894,0.007380106231121673,0.0162234930557465,0.0033644085413919037,0.5055279153148827,0.05317543859649123,0.8459824561403507,0.10084210526315793,14.236678947368429,16.218121471232017,0.31523965032486795,5.652924077110379,578.7543859649122,0.7742154168967109,0.22578458310328944,1.159612306571289,0.008023106546854942,10.307627247825037,0.0,0.03610217205382607,0.018665101836660817,0.08713505536129823,0.0015117193400002269,0.004228935905535365,0.11397153029017737,0.1051465844577249,0.0037295531130426478,0.002544027781144868,0.0,0.009033979249415696,0.22153732541444646,0.08605237855743085,0.0014340106635951301,8.818129827977528e-05,0.00047319845940362596,0.010319339653619829,0.011006273333600169,0.008551730972257459,0.02697341983422504,0.0013145346391322974,0.0015704387261056606,0.001983385411630593,6.164669173379997e-05,0.02455132161436913,4.178427105349949e-05,0.0,0.002707220498952789,0.03456291633695283,0.015700259955216928,0.020959427256091463,0.019793001500154325,0.017187495417426618,0.019185716357212064,0.005596245325170764,0.0017640402803661254,33.433652143365876,3.599910910163511,1.186637189287262,0.050301442058285295,0.5062851256801811,0.05951185708609043,0.0916920276356705,0.4788467368270348,2.4132737208762487,7.053955411624828,5.055595193712848,3.0769918556689824,0.8382476978902829,3.1534532388007417,0.5729680132583752,1.272598221344334,12.598201732872667,4.590954260348007,0.2720213888702181,1.512023015358949,0.8820426359548531,0.0036642068670222475,2.7023977943740074,0.015407141889798526,0.05571392049656128,0.18629190390209174,2.2717902387639874,1.578416432743586,0.6916852728491677,0.12944922622354627,0.2884161661701207,0.1537509036048152,9.511371695557829,0.7994614747512779,0.8647943210276533,0.5336153008939514,0.9319150591239213,0.5713343279834472,1.2836309686105132,4.210652967074793,0.7152032783866661,0.988640221335216,0.4214805949067533,0.34489922388727784,0.0799487993914407,0.7129460855884927,0.11626097968141352,0.16320509569321226,0.01748582354257954,0.4340882617208384,10.444477856383292,1.5433361886446817,6.06206640029506,2.760833682909115,1.9654774296205704,1.3843871338280138,0.22279200037658095,0.12062922968956084,0.4236821742582071,0.07999022694936919,0.08580237801234693,0.2232693946846422,0.04929699193281111,0.14472015599670027,2,3
haaretz.com,5.283940559628648,0.0020122657553441714,0.00535046436027059,2.402419636257611e-05,8.685531641391769e-06,0.0012061853816889981,0.000314416160810208,0.002540878439111575,0.00011247079506202998,7.470261247367367e-05,0.0003571669782723142,0.0010830423574012136,0.09620973665729372,0.005107069757728253,0.0027031489795056626,0.01033263926146035,0.00409475418800473,0.010739182443691077,0.025725507952244316,0.028126493841399067,0.0228081761709544,0.03300599743973514,0.020128905887239024,0.015386093497440915,0.02740961871254957,0.008728451659852511,0.6433696232413244,0.09161290322580644,0.8176129032258066,0.09074193548387098,12.156496774193547,13.944310813978555,0.3321949812400519,5.308959418551017,568.7258064516128,0.6763677870066169,0.3236322129933826,0.9553185392650364,0.007442603675649686,8.607555840255367,0.0,0.026104330155456792,0.014281451816752362,0.09354232776619714,0.0005116369446203519,0.001625376780269469,0.10318563402580676,0.09319650363335184,0.002852862105036005,0.0011106258225296924,0.0,0.013715346910919768,0.2234665159103736,0.06706460717623904,0.010126873319223312,0.0003371638569678586,0.00016991856521202933,0.010678326895409788,0.01866035712110426,0.009586562877789079,0.03476924837876212,0.0009275048634631033,0.00016487908688860202,0.003671512417983135,0.0007864158218530037,0.027473113854761137,0.00042554877030253615,0.0008178281148377339,0.006032746120358975,0.036554507428172914,0.03081653082928648,0.01916617029508056,0.02042247359874208,0.019254290535674658,0.022098258209501988,0.00407932298638557,0.0038894393726358924,35.42701235049061,4.404483066797181,1.8682140520715167,0.2814484107434864,0.4834882522584578,0.4086854901170151,0.3788861626844008,0.3157057362681571,2.536269014725665,8.095833844127336,6.376454669284695,3.644715482062261,1.3137245967560536,3.443878615771891,0.9519421686743212,2.3676465056691467,12.073448647899554,3.5459442677805595,0.7740079058209258,1.1480364730588914,0.7564862081428821,0.003472342789680197,4.825470729347673,0.02066996849186559,0.0790640335352962,0.4194070772837508,3.6613046682674777,2.135406333777035,1.5244847470883345,0.1439412174144283,1.0500244386781317,0.13981362563998004,9.844786423663598,1.0709441811081126,0.8657305603639082,0.9863296107415098,0.8714642573191099,0.4442019692416288,0.8953185078426135,3.6027527392915704,1.3739247688576737,1.1546680335052393,0.33287551384497,0.6327340420756778,0.1688058779283527,0.7816022427221198,0.21777170861051784,0.11589784950832452,0.2114932775183115,0.2364394070849659,11.390282818088783,1.2456737929335364,6.127472027611838,3.586481859167568,1.258100667061137,0.9252643736095444,0.9538779219696576,0.14661107133776566,0.1524133359175581,0.6871744946776045,0.4481853556226984,0.34664681613358306,0.10545933735367634,0.062198183013389786,2,4
justsecurity.org,5.2369150580173285,0.004164718715801704,0.00365095231564353,0.00030517928515700184,0.0001319449751916688,0.00538986618839209,0.0017629182839687765,0.01039241404957462,0.0006694539709184684,7.723994711078174e-05,0.00011782801183923735,0.004029529560019166,0.100403114708922,0.0067190837132374325,0.0014359688083576128,0.01767959155768769,0.006238142514148342,0.0153092075568598,0.026629818296083425,0.02529077847538407,0.02244519298892729,0.035096011566759226,0.027855782890445397,0.013757057673511805,0.021827977136016512,0.009826043822101971,0.3786967250208096,0.09631428571428573,0.8019142857142857,0.10177142857142857,14.390154285714289,16.032253361150364,0.3712793315700855,5.670057692149053,1538.2,0.7246263532617796,0.27537364673822096,1.057340877323372,0.010204081632653062,9.805145088804094,0.0,0.02967117780458055,0.011729226444498628,0.10071974522719887,0.0020978021668597254,0.0004473703126366471,0.12292879832295722,0.0933343085377112,0.0021481347058805887,0.0012923410056175511,0.0,0.016025023286185654,0.20208024076092865,0.06377134350724553,0.0006871944781391043,0.0,0.0002326808528357015,0.01013898055653372,0.02188146460254561,0.009255208642711557,0.041398100891347,0.0013814184785747095,0.0005986946131158088,0.0018959269702723128,0.0,0.02899193623807791,6.38186718362676e-05,0.0002555221018876047,0.0035652481393324844,0.0397777314124653,0.022898723492127043,0.018101498055327167,0.021703633499701825,0.014505066267961641,0.022346676327833118,0.0062841381397547615,0.004260058025680751,39.19635259062166,5.843847728964037,2.0221306298993684,0.29847306407992463,0.5467090859444993,0.21328500492561894,0.4828683451736328,0.4807951297756933,3.821717099064669,8.002584613842204,6.706267032729555,4.567898130069871,1.0348003316575345,3.8983978592348083,1.0267094727334605,2.064687583243586,13.142160845709965,4.708774015462312,0.8898166593189402,1.3121662025365584,0.5187479422514006,0.01180286990580645,4.420883774506467,0.009436274863007929,0.02593765050759178,0.18069189816546852,3.4094708609344524,2.019122434488181,1.387818191589926,0.17329764488883753,0.8397944543655156,0.1860395637898121,11.85532080244314,1.609633279162135,1.1005119747826733,1.2024301538498778,1.568777183991536,1.0674192447814796,1.0624316167590269,3.3991988085827773,1.8681028631726482,0.5072570361997429,0.2458427584896611,0.1236960236496226,0.12851847560119678,0.3288936726287068,0.1625532287350545,0.09933090513143078,0.00748339770112711,0.06527858338830032,9.418884398312407,1.2286764422792595,4.977425877453348,2.6266519923409564,1.7829273173918658,1.0559414305428059,0.2569372997836553,0.06808863419168681,0.29504898835402577,0.07454973932772069,0.2321823445585747,0.3380094072333704,0.10066112382655748,0.12760141114480372,2,3
freebeacon.com,5.282217436567331,0.0017736491498608112,0.003415932605026714,0.00025227444792767605,5.442577200951243e-05,0.003100827041917995,0.0007059104317726899,0.004112799815783835,0.0006942279901250193,1.781641961231471e-05,0.00012559355243314682,0.0019492342476812171,0.08983396022274183,0.005711623681408636,0.0010904738918300968,0.012098878104012629,0.0035300154851154756,0.014059117240053749,0.029259215851302894,0.024001905018205844,0.016963548361719483,0.02916803020988677,0.01707915640485715,0.012282195605473086,0.021843018084842625,0.007262362782806934,0.4591068223924525,0.08310937499999999,0.826015625,0.09089062499999996,11.194307812499998,14.036488202337788,0.3369774545919815,5.2723147488957265,649.59375,0.8356262535419879,0.164373746458013,3.1057523385571724,0.04983438811962138,10.150987199459873,0.0,0.024302125208004243,0.015210441428543891,0.08478236843272767,0.0018047046468821065,0.0008369246098464889,0.1088804772039118,0.08493820144399875,0.0020044183056753297,0.0014233354326270485,0.0,0.009385418626755944,0.21508267273172826,0.058976098075381365,0.0021064519233660573,0.000240933112593545,0.00026497682981466256,0.010286760181333206,0.028015550830890117,0.012690315762238608,0.03394245114226818,0.0012964976232186904,0.0005029635098461517,0.003749856982970488,0.0,0.02535952585068283,4.701482102908278e-05,0.00011677449071424695,0.0032989364055909637,0.03246369211057573,0.04446134129424093,0.02244608339220349,0.021698351033351986,0.01755999828085381,0.020730900407288956,0.004452589199142437,0.005463156023312706,34.86836163816508,6.053705200883273,3.2287152910210937,0.543570728538159,0.5419013931050785,0.3070656395244122,1.2779227326073102,0.5560478763421786,2.8249899098621807,7.019937852451943,7.066445563500447,3.668250309913809,2.1176463981425258,3.7754618710589485,0.6625003008792699,1.789928340728508,11.812418247793598,3.7440812723927097,0.6011038850388991,1.0771742948987169,0.7187057647733716,0.010772635998539613,6.897340322201827,0.054936211779548313,0.08469982741434283,0.29908329381344595,3.331145288878957,1.986481331648407,1.3424743000072068,0.1387582583145016,0.8281744538647287,0.16747241667679047,8.580206960317991,1.0216107159824088,0.7327073061817346,0.7965847111489495,0.9405997547243188,0.4458793020238991,0.595854162002287,3.4563435453537217,1.1343709464840943,1.5768342678496574,0.3286769114721779,1.0089608563816943,0.2252605867750145,0.4427227278318662,0.20186498418935056,0.15286182376403712,0.027522301208892902,0.06750485865086259,10.125202435046491,1.5345861702166197,4.8099923149446155,3.2531696974635733,1.7125905158885593,1.2494993338816702,0.3701037857039318,0.06797463111378979,0.623630794540124,0.15024363733982174,0.11688344692811528,0.4247171070623556,0.05715730772251053,0.11582015334644387,1,1
brexitcentral.com,5.384195526421638,0.0016217221545652412,0.0010558969618961807,0.0004734402393326568,9.747132959445888e-05,0.0012905428023849766,0.000545153534625014,0.002454151368254005,0.00027558560194258357,0.00017394004807836324,0.0,0.0020422032452179642,0.08058051551465252,0.004714035389555632,0.0016410691128892199,0.013630838615921506,0.0061490550295033,0.012077860188614259,0.025675948492032863,0.022714267074520213,0.015639650080123038,0.034941576469845886,0.02750496860698983,0.014492401618943981,0.022333601301754904,0.008558955349880706,0.3995329711539504,0.0719375,0.8090624999999999,0.118875,12.423531250000002,14.214455659905866,0.3930343713020968,5.450728764689722,1141.125,0.7137997139312258,0.2862002860687762,0.3146553497145171,0.007921419518377692,8.52967404779159,0.0,0.029943657354231764,0.015976724949264214,0.1153600424181174,0.001504721770142017,0.0001710928566283956,0.12105686616061985,0.08606366193891611,0.002316256433433534,0.0018227012362842128,0.0,0.01832252362459194,0.19328989380764125,0.06549109466079098,0.005326676283088518,0.0,0.0004559255332572157,0.005595577530847458,0.02632299787684599,0.01365875853464454,0.04534594725235015,0.0018472759848940363,0.0004981809073397365,0.0028945154193900638,0.0,0.031054783136071056,8.267195767195767e-05,0.00015185872104213845,0.0027465126209244585,0.04304736148578038,0.01703241140649566,0.024876149161459662,0.021629403350292176,0.01715088012172717,0.027395194521137683,0.005340558458315942,0.003999629988677741,42.820052868346856,6.510173680203294,2.6137894936194597,0.3670456419338902,1.238194162598416,0.04202047780111498,0.4992022111536415,0.4673270001323973,3.8963841865838313,9.310392733567618,8.018000157216607,5.578600423204872,0.9822785022876384,4.72547653314625,1.3536611218105217,2.2793178413906965,13.388439888828175,4.318685632803722,0.8551314103010489,1.7613668275432601,0.5575556029598394,0.01387263438606867,4.310369573645501,0.03400990064618191,0.03334339709967237,0.22408384771487647,3.1004077056770694,2.0647222345771725,1.0226242489499402,0.20226319108447416,0.3757618954090875,0.2752501129682122,11.080939330728171,1.0972218353968637,0.8117579159069787,1.2485262565901631,1.2367458712009296,0.7013582675725165,0.8141902764702194,4.267922873046649,1.6556692042700352,0.7888336964549841,0.4069509231658219,0.1902621355131473,0.19384611932783255,0.29924953150813155,0.20404976036459893,0.03647625373970737,0.017211745761779196,0.04151177164204603,11.052649627156796,1.2127072941937194,5.912521929773568,3.679547748495227,2.2200685921627525,1.3483301514924353,0.2231971893048395,0.16443140127928696,0.8590621724913715,0.35080250899030163,0.06737808764110569,0.31249098756350113,0.05456898137819026,0.0870543893218753,1,1
